description,name,date
"Ccurated database of  AI tools and business cases they help solve. 
",Tools for Humans,2023-02-07T00:20:39Z
"Predict the depth of an image and create a 3D object as point cloud
",DPT Depth Estimation,2023-02-07T02:07:57Z
"GPT-3 for playlists, create spotify and apple music playlists with AI
",AI Playlist maker,2023-02-05T20:03:24Z
"Storynaut creates illustrated stories with the characters, places, and objects of your choice. Pick or create your favorite characters, places, and objects, and let Storynaut do the rest – creating a unique story just for you! Explore endless possibilities in story creation and let your imagination run wild.No demo yet
",Storynaut,2023-02-06T12:01:16Z
"Ask anything and everything to buzzing AI
",Ask Buzzing AI,2023-02-05T10:44:32Z
"AI powered Buzz Mail helps you write emails within seconds. Generate texts for posts, mails and marketing
",Buzz Mail,2023-02-05T10:43:49Z
"Open Source version of text generator ChatGPT by LAION
",OpenAssistant,2023-02-05T04:50:25Z
"Bright-Eye is a free multipurpose mobile AI app that’s one of the first of its kind to compile up several services as an all in one AI resource. Our current services include art generation, code generation, poem generation, photo analysis, image captioning, dialogue  bot called AAIA, and more.
",Bright-Eye,2023-02-04T20:14:45Z
"A text-to-image Transformer model that achieves state-of-the-art image generation performance while being significantly more efficient than diffusion or autoregressive models.
",Muse,2023-02-03T11:19:30Z
"Controllable High-Resolution Portrait Video Style Transfer
",VToonify,2022-09-23T11:43:26Z
"A library of AI Generated Game Textures; generated with a Stable Diffusion Algorithm. Upload your generated texture to share with the community!
",Pixela AI,2023-02-01T13:47:26Z
"Rose was built to eliminate the cost and time wasted on making data manageable. With Rose, what would normally be a tedious process of finding, visualizing, and transforming data is now as simple as a Google search. Not only does Rose cite all its data sources, it provides the full path of logic for all of its results.
",Rose AI,2023-02-01T16:07:08Z
"Modified Stable Diffusion able to create multiple objects in one frame
",Attend and Excite,2023-02-01T12:43:41Z
"Writing online media content made simple with A.I. 🤩

Connect with your audience online like never before with AI-generated content that #JibeWith your target demographics.

🪄 Prompt-Free
Stop worrying about prompt engineering and start writing your content with pre-configured Post Types.

👑 Context is King
Set your desired tones, keywords, target audience, etc so that generated content aligns better with your project.

📎 Stay Organized
Keep all your posts organized under separate projects. We save every post with original inputs so you don’t have to.
",JibeWithc,2023-01-31T00:59:48Z
"CodePal is the ultimate coding companion - A robust set of AI-driven tools like text-to-code generation, code review, code simplification, bug detection, unit test writing and more.
",CodePal,2023-01-31T08:28:30Z
"A new AI method for creating videos from text using text2image models
",Tune-A-Video,2023-01-23T01:14:17Z
"Clips AI automatically creates social media posts from long-form videos (like podcasts). This saves editors time and helps creators grow their audience easier. 
It can crop and cut video into short clips
",Clips AI,2023-01-20T17:14:05Z
"Explain complex topics fast.
",Explain me like I'm five,2023-01-22T18:25:32Z
"With Auto-Photoshop-StableDiffusion-Plugin, you can directly use the capabilities of Automatic1111 Stable Diffusion in Photoshop without switching between programs. This allows you to easily use Stable Diffusion AI in a familiar environment. You can edit your Stable Diffusion image with all your favorite tools and save it right in Photoshop.
",Auto-Photoshop-StableDiffusion,2022-12-21T19:08:07Z
"Otter records meetings, accurately transcribes in real time, saving you time and energy. Otter also provides action items and summaries, so you never miss a beat
",Otter.ai,2023-01-29T09:23:03Z
"We are thrilled to announce the beta launch of Taskade AI. 🤖

Whether you need answers to complex questions, help with writing and organizing, or assistance with summarizing long-form content, Taskade AI has you covered.

Simply type “/ai“, select a command, and hit enter. Work faster and smarter across any project using Taskade AI, and it is completely free! 


    /ask: Answer your question based on AI’s existing knowledge.
    /outline: Generate an outline of your topic or question in structured hierarchy.
    /expand: Expand and enrich your content to be more descriptive.
    /rewrite: Improve the legibility and clarity of your writing.
    /summarize: Turn long content into a quick summary.t
",Taskade AI,2023-01-29T07:23:16Z
"A paid tool for creating seamless textures from text
",Pattern Cafe,2023-01-28T00:05:48Z
"resumA.I. is a next generation intelligent resume builder for enabling more effective applications.
Instantly write hirable content that feels more natural than you could imagine.
",ResumAI,2023-01-29T18:10:02Z
"Revolutionize Your Job Search with AI-Powered Resume & cover letter & resignation letter Writing and Editing.

",Rezi,2023-01-29T18:03:52Z
"Create a beautiful resume and cover letter quickly with the help of artificial intelligence and our customizable templates. Impress your future employer with a perfect resume created in minutes.
",Kickresume,2023-01-29T17:57:09Z
"Create a perfect resume in minutes. All-in-one site, SaaS product. Built-in AI engine. Auto-complete and fill data for you.
",Resumaker,2023-01-29T17:52:54Z
"Use GPT3 to solve math problems, and get the code behind each solution!
",MathGPT,2023-01-29T17:49:46Z
"AI Superpower for Photos​hop. Four powerful AI connectors: Three for Stable Diffusion and DALL-E 2. 

",FlyingDog,2023-01-29T17:43:00Z
"AI Web Co-Pilot powered by ChatGPT.
",Multion,2023-01-29T17:17:36Z
"WritingMate.ai is an AI communications helper and writing companion powered by GPT-3, ChatGPT.

WritingMate.ai Chrome browser extension is a perfect alternative to ChatGPT that can be easily accessed from any tab with just 1 click. Simply click on the crystal ball icon or press Cmd/Ctrl+M.

",WritingMate,2023-01-29T17:13:30Z
"Genmo is a platform for creating and sharing interactive, immersive generative art. Go beyond 2D images on Genmo by creating videos, animations and more. We help you create media in the formats you need to tell your stories.
",Genmo AI,2023-01-29T16:53:49Z
"Frase AI helps you research, write, and optimize high-quality SEO content in minutes instead of hours. Curate well-researched content; generate quality, high-converting copy; Compare your content to your top search competitors.
",Frase,2023-01-29T16:36:09Z
"LeiaPix Converter is a free image processing tool that enables instant conversion of 2D images into beautiful 3D Lightfield images. Export conversions to Leia Image Format, Side-By-Side 3D, Depth Maps, or Lightfield Animations

",Leia Pix,2023-01-29T16:23:35Z
"AI image generation for teams. You can easily generate logo, book cover, poster and more using AI.
",Stockimg,2023-01-28T19:15:50Z
"Design your conversation based Characters and Speech based games. Easy to use, Conversational AI APIs for Speech Recognition, Language Understanding and generation, and Text To Speech to design your games and speech enabled applications.

",Convai,2023-01-27T12:07:41Z
"Generate spoken audio in any voice and style. Vocalize any length of text in top quality, while automatically matching what is being said with how it's being said. 
",ElevenLabs,2023-01-27T07:08:05Z
"Generating intermediate frames on videos and creating slow motion effect
",Super SloMo,2021-06-22T14:03:20Z
"Charisma is a plug-ʼnʼ-play platform for creating interactive stories with believable virtual characters. Using our dialogue engine, players can meet them, converse with them, and change the story.
",Charisma ,2023-01-27T06:40:25Z
"Mix togetjer one or more images with a fine-tuned Stable Diffusion model 
",Image Mixer,2023-01-25T05:18:56Z
"Generate animations and videos using text
",Stable Diffusion KLMC2 Animation,2023-01-25T05:22:25Z
"A stand-alone software designed for AI-powered texture authoring. Generate PBR textures using text prompts or by drag & dropping your photos.
",ArmorLab,2022-12-19T17:15:23Z
"Figma plugin powered by AI: create icons and images from text, and improve text with AI copywriting feature.
",Magician by Diagram,2022-11-23T10:47:31Z
"Social web highlighter for learners, readers, and writers, with a Personalized AI Summary feature. 
",Glasp,2023-01-26T07:16:47Z
"Edit images with text
",InstructPix2Pix,2023-01-21T03:10:23Z
"Neural network from Microsoft for working with photos and videos. No demo yet
",NUWA,2021-12-29T14:44:03Z
"Summarize any Slack channel or thread in one click
",The Gist,2023-01-23T07:33:50Z
"Product Discovery Platform, Powered by Visual AI

",Syte,2023-01-23T07:28:43Z
"Affordable voice-overs and end-to-end video localization. AI-powered translations with a human touch. 
",Neurodub AI,2023-01-23T07:13:25Z
"Create high resolution & high quality profile pictures.
",AI Profile Pic,2023-01-23T07:07:53Z
"Vanity AI is a production-ready solution that empowers VFX teams and Hollywood to deliver large volumes of high-end 2D aging, de-aging, cosmetic, wig, and prosthetic fixes. 
",Vanity AI ,2023-01-23T06:59:28Z
"This chatbot runs BLOOMZ large language models over the Petals network
",Petals Chat,2023-01-23T06:53:15Z
"Create stunning game assets with AI. Create unique production-ready assets from pre-trained AI models or train your own. 

",Leonardo AI,2023-01-23T06:46:16Z
"Generating animation based on given text input. V.5.7 now with MiDAS (depth maps)
",Disco Diffusion v5.7,2022-03-21T10:02:16Z
"Art generation website based on StableDiffusion for creating images from text
",Dreamlike,2022-09-15T07:24:45Z
"Build applications faster with the ML-powered coding companion

",Amazon CodeWhisperer,2023-01-19T00:56:30Z
"Long-form writing AI assistant specifically trained to help you write essays, stories, articles, blogs, and other long form content.

",Moonbeam,2023-01-19T00:49:43Z
"Create compelling marketing copy that engages your customers and drives conversions with Bertha.

",Bertha,2023-01-19T00:45:05Z
"B2B Content Marketing on Autopilot. Create and distribute 32% more content, faster, and without headaches.

",Letterdrop,2023-01-19T00:39:46Z
"Personalized ads tailored for each customer with state-of-the-art deep learning.
",Omneky,2023-01-19T00:34:20Z
"Create the content your audience wants, from content you've already made.

",Contenda,2023-01-19T00:27:08Z
"AI-powered storytelling. Generate meaningful text and write complete stories.

",Subtxt,2023-01-19T00:23:21Z
"LAIKA is a creative partner that you train to write like you (or anyone you want). Made for creative writers, game writers, and all other fiction fabricators.
",Laika,2023-01-19T00:19:39Z
"AI writing platform to unlock on-brand content at scale
",Writer ,2023-01-19T00:10:26Z
"Chrome extension that cuts your writing time by 40% with AI-powered autocompletion & text generation.
",Compose AI,2023-01-19T00:06:52Z
"HyperWrite helps you write with confidence and get your work done faster from idea to final draft.
",HyperWrite AI,2023-01-19T00:01:45Z
"A large selection of AI-generated stock ""photography"".
",Nyx.gallery,2023-01-18T23:53:34Z
"A suite of tools that use AI to enhance your creativity.

",DeepAI ,2023-01-18T23:49:25Z
"Robust Face Restoration and Enhancement Network

",Codeformer,2023-01-09T11:22:35Z
"Make a prompt directly from images. Perfect for SD 2.0. Put in your image and get the approximate description/prompt from it to use in any text2image model to create similar images
",CLIP Interrogator 2.0,2023-01-11T17:42:34Z
"Create, schedule, publish, and manage your social media content at scale with FeedHive's AI-powered platform.
",Feedhive,2023-01-17T07:43:55Z
"Discover & compare the best new AI products

",AI Depot,2023-01-17T08:19:20Z
"Discover 100+ unique SaaS ideas that can be built with AI
",SaaS Library,2023-01-16T15:43:43Z
"Code + No-Code. Free dev tool for building web and mobile apps out of micro-apps.

",Mars,2023-01-17T08:03:56Z
"AI Writing Tool for Marketing and Copywriting

",Arlye AI,2023-01-17T07:55:40Z
"Interior design ideas and virtual staging using AI
",CoolAlid,2023-01-16T02:14:19Z
"Easy-Peasy.AI is an AI Content Assistant that can help you with various tasks. It has over 80+ templates to choose from, and can help you write blog posts, email, job descriptions, testimonials, etc. Also, it can transcribe audio and generate AI images.
",Easy-Peasy,2023-01-15T08:31:42Z
"Collaborative environment for people to create things with different AI models. AI-based service that helps you to write better prompts for neural networks.
",Phraser,2022-08-03T00:14:45Z
"Remove unwanted elements from pictures
",Cleanup,2023-01-09T11:15:34Z
"Free Open AI’s ChatGPT powered extension to use anywhere. Merlin brings you knowledge of the entire internet at your tips for free. It gives you the power of OpenAI’s ChatGPT on all your favourite sites, for example google searches, Gmail, Google sheets, and everywhere else you search or write online.
",Merlin,2023-01-12T07:16:59Z
"AI design tool for branded content. Drag and drop your branded assets into a flexible Canvas. Use accessories to build a world around your product. 
",Flair AI,2023-01-12T06:40:57Z
"Generative AI platform that allows creators to style, own and track their digital creations.

",Vermillio,2023-01-09T09:24:26Z
"Platform that helps artists train AI to create images in their own style

",Durer AI,2023-01-09T08:47:11Z
"Avatar-creation platform
",Meshcapade: the digital human company,2023-01-09T10:15:33Z
"Artwork and Video Generator; Turn Videos into Anime
",Picso,2023-01-09T10:46:40Z
"Open sourced, AI-powered creation tool with an infinite draw board
",Nolibox,2023-01-09T10:35:06Z
"Create original stock photos, NFTs, art, and more. 
",Airbrush AI,2023-01-09T11:01:36Z
"AI email assistant. Learns from your writing and creates replies in your style.
",Ellie AI,2023-01-10T05:43:55Z
"Connect AI models to build powerful apps  — without code.
",Brancher AI,2023-01-10T05:51:10Z
"Compose bold, clear, mistake-free writing with Grammarly’s AI-powered writing assistant.
",Grammarly,2023-01-10T06:20:34Z
"Copywriting AI that generates and optimizes your copy. Powerful predictive analytics tells you what works before you publish.

",Anyword,2023-01-10T06:40:23Z
"Your Virtual Content Assistant – Generate content that converts in seconds.
",Peppertype,2023-01-10T06:37:16Z
"Tell Better Stories at Scale – Scalenut gives you a simple and scalable way to produce content that serves your business goals.

",Scalenut,2023-01-10T06:44:57Z
"Create outlines and optimize the content based on that outline. Surfer evaluates content through its content score, competitor research, SERP analyzer, and key phrase suggestions.
",Surfer SEO,2023-01-10T06:48:38Z
"The Complete Resource Of Artificial Intelligence Tools, Services, Guides, Glossary, and Jobs in AI field.

",All things AI,2023-01-10T06:58:16Z
"Platform for prompt engineers. Maintain a log of your prompts and OpenAI API requests. Track, debug, and replay old completions.
",PromptLayer,2023-01-10T07:08:20Z
"Geospatial platform that extracts insights about the planet’s infrastructure from current satellite and aerial imagery via machine learning at global scale. Missing attributes are enriched by AI to provide a photorealistic, geo-typical, or asset specific digital twin.
",Blackshark.ai,2023-01-10T07:15:56Z
"Create custom AI models in minutes, with no code. Build custom AI products like a chatbot trained on actual WhatsApp data or a blog writing tool trained on your existing content.
",No Code AI Model Builder,2023-01-11T07:30:07Z
"Educational AI tool that automates your school work, so you can spend more time doing the things you love.
",Caktus AI,2023-01-11T07:45:31Z
"Restoring old and blurry face photos using AI.

",RestorePhotos.io,2023-01-11T07:39:19Z
"The AI Content Platform for Modern GTM Teams. All-in-one content creation and management system.
",Regie AI,2023-01-11T08:11:47Z
"Fine-tuned SD model for creating artistic images. Use '**dreamlikeart' **in the prompts
",SD Style. Dreamlike Diffusion,2023-01-10T08:39:55Z
"Fine-tuned SD Model for photorealistic results
",SD Style. Protogen x3.4,2023-01-10T08:35:24Z
"AI Powered Search for Youtube Videos
Search for answers directly inside thousands of YouTube videos, free-of-cost, easy-to-navigate and fast.
",YouTube Search,2023-01-05T13:22:01Z
"Prompt Extension Ai tool for MidJourney. Creates multiple enhanced Ai art prompts from a seed prompt. Generates random prompt.
",PromptExtend,2023-01-09T05:51:49Z
"Artificial Intelligence powered ad creative and banner generator for better conversion rates
",AdCreative,2022-12-19T03:03:27Z
"Generating 3D from text, images, and videos. No public demo yet
",Masterpiece Studio,2022-12-19T03:09:05Z
"Creates rough segmentation masks that can be used for robot perception, image inpainting, and many other tasks
",ClipSeg Zero Shot,2022-12-26T12:48:52Z
"Generative AI for slides
",ChatBCG,2022-12-26T04:39:30Z
"Unlock the ideas in your head. Generate images and art for any context with our most advanced text-to-image AI generator.
",Hypotenuse AI,2022-12-27T15:56:56Z
"Luna is The AI Content Platform that helps you create original & engaging content 10x faster. Luna is trained to generate content in more than 120 different languages
",Luna,2022-12-27T15:56:31Z
"Generate unlimited customizable, high-resolution, commercially-licensed 3D textures with physical-based rendering maps.
",WithPoly,2022-12-28T08:50:39Z
"Generate art 🎨 simply by describing what you want to see and our Artificial Intelligence transforms your words into art.

",Starry,2022-11-16T14:24:43Z
"AI-powered image upscaling tool - enhance photos up to 16x without quality loss.  Resize screenshots shared on social media, and upscale any images to 4k. Especially trained for AI Art.
",Nero AI Upscaler,2022-12-28T03:54:21Z
"Organize and structure your photo library with the help of artificial intelligence. With the world's first, you can automatically categorize your pictures - experience AI anywhere and anytime. Put an end to endless photo searching, now!
",Nero AI Photo Tagger,2022-12-28T06:10:54Z
"Lumen5 uses A.I. and machine learning to help you turn blog posts, whitepapers, and other written content into videos with the click of a button.
",Lumen5,2022-12-28T06:06:16Z
"Get High-Quality Images with AI Text to Image Generator

",Simplified,2022-12-27T15:53:56Z
"Create beautiful art using stable diffusion online in web UI for free.
",Stable Diffusion Web,2022-12-22T10:12:39Z
"AI-powered Dubbing and video localization
",DeepDub,2022-12-27T15:49:33Z
"Online text to speech and video by Typecast’s AI voice generator. Dub your content with the best AI text reader and voice synthesizer
",Typecast,2022-12-27T15:45:44Z
"AI-powered virtual actors for audio and video. With our natural-sounding AI voice actors and realistic virtual humans. We want to provide anyone with the means to take their content to the next level.
",Neosapience,2022-12-27T15:43:50Z
"AI-powered Dubbing and video localization. Go global with your existing video content using AI dubbing into Italian, Brazilian Portuguese, and LATAM Spanish.
",Papercup,2022-12-27T15:42:03Z
"A podcast that is entirely generated by artificial intelligence
",Podcast.AI,2022-12-27T15:36:43Z
"Generative voice AI toolkit with text-to-speech, speech-to-speech, neural audio editing and language dubbing
",Resemble AI,2022-12-27T15:25:16Z
"Boost your content within minutes by converting text into highly engaging videos with virtual human presenters.
",Hour One,2022-12-27T15:21:58Z
"Generate animations with Stable Diffusion 1.4, using the KLMC2 discretization of underdamped Langevin dynamics. 
",KLMC2 Animation,2022-12-27T09:30:06Z
"Quickly create unlimited song sketches on the go for free.
",Amadeus Code,2022-12-27T09:26:11Z
"Create AI music. The Artificial Intelligence composing emotional soundtrack music, has 11 presets 
",AIVA Song Generator,2022-09-05T10:05:29Z
"AI Music generator for video creators
",Soundraw,2022-09-05T09:51:18Z
"UI-based solution for creating AI generated music
",Ecrett Music,2022-12-27T09:22:14Z
"Create AI music in seconds, Set up length and mood, and get your audio
",AmperMusic,2022-12-27T09:18:08Z
"A web-based tool that lets you create realistic or artistic images from any text description, using a state-of-the-art text-to-image AI model.
",Photosonic,2022-12-24T11:43:48Z
"Create SEO-optimized and plagiarism-free content
for your blogs, ads, emails, and website 10X faster.
",Writesonic,2022-12-24T11:43:48Z
"Helps your team record, transcribe, search, and analyze voice conversations. Transcribe meetings across several video-conferencing apps, dialers, and audio files. Fireflies captures video + audio, and generates transcripts in minutes. Integrates with apps like Google Meet, Zoom, Teams Webex, Ringcentral, Aircall and other platforms.

",Fireflies,2022-12-24T00:58:58Z
"Create videos from plain text in minutes. Thousands of companies use it to create videos in 65 languages, saving up to 80% of their time and budget.

",Synthesia,2022-12-24T00:58:58Z
"Automatically create short, highly-sharable branded videos from your long form content. Quick, easy & cost-effective. No technical skills or software download required.
",Pictory AI ,2022-12-23T09:17:42Z
"unCLIP model by KakaoBrain. Open source large scale replication of unCLIP, the DALL-E 2 technique with image generation
",Karlo,2022-12-24T11:43:48Z
"Fast prompt generation: type one word or phrase, and the model will complete it with the most suitable modifiers
",Prompt Extend,2022-11-08T18:59:03Z
"Outpaint your image: create an enlarged version of image with new filled background and get an outpainting mask for it.
",Mat Outpainting for SD,2022-11-08T18:59:01Z
"Enhance your workflow: receive instant photo edits with AI. Get properties listed faster with our high quality professional AI photo editing service.
",Autoenhance,2022-12-24T00:58:58Z
"An AI writing assistant that helps you create high-quality content, in just a few seconds, at a fraction of the cost
",Rytr,2022-12-23T03:10:33Z
"Generating 3D point clouds from text. by OpenAI. Code and weights are available
",Point-E,2022-12-20T22:21:17Z
"Easy canvas UI in web for fast SD image production with minimum settings.
",DreamSpace.art,2022-10-12T11:27:02Z
"Generate realistic Text to Speech (TTS) audio using our online AI Voice Generator and the best synthetic voices. Instantly convert text in to natural-sounding speech and download as MP3 and WAV audio files. 132 languages and 832 voices available
",Play HT,2022-12-22T16:54:01Z
"Fun website that generates gift ideas based on your simple description of a person
",Gift Genie,2022-12-22T16:10:54Z
"Fun website that generates gift ideas based on your simple description of a person
",Cool Gift Ideas,2022-12-22T16:43:03Z
"Generating an image based on given sketch-draw with colors and text. Uses Stable Diffusion model
",Diffuse the rest,2022-08-22T00:11:12Z
"A custom script to extend Automatic1111 StableDiffusion WebUI, in order to generate useful SVG or PDF icons given by your prompts.
",Text2Vectorgraphics,2022-12-22T10:22:40Z
"Riffusion is a tool that uses a fine-tuned version of stable diffusion that generates audio! 
",Riffusion,2022-12-16T15:29:08Z
"Fine-tuning Stable Diffusion on your local version
",StableTuner,2022-12-22T10:24:42Z
"Website that collects & organizes AI tools
",FutureTools,2022-12-21T18:41:34Z
"AI platform for creating data visualizations 10x faster - it's like having an assistant that deals with the annoying parts of finding data, creating visualizations, and getting them ready for presentations.
",Olli,2022-12-21T18:28:25Z
"Motion capture software based on AI technology, accessible for videos filmed with any modern device
",Move,2022-12-19T17:18:00Z
"**A**n assistant based on GPT (text-davinci-003) with access to your browser tabs content. It is geared (prompted) towards productivity and can be used to help you with your daily tasks (such as answering emails, summarizing documents, extracting structured data from unstructured text, ...)
",Dust,2022-12-19T17:09:42Z
"A playground for large language models like GPT-3. that includes generating text and working with prompt engineering, managing notes and using the GPT model
",Everyprompt,2022-12-19T17:05:17Z
"State-of-the-art CG 3D asset library software made by CG Artists for CG Artists. Powered by AI.
",Asseter,2022-12-19T12:07:14Z
"Create a high-fidelity personalized 3D avatar from one’s portrait. No demo yet
",3D Avatar Diffusion,2022-12-17T09:00:06Z
"Neural approximations of scalar and vector fields, such as signed distance functions and radiance fields, have emerged as accurate, high-quality representations.
",Variable Bitrate Neural Fields,2022-12-16T23:59:35Z
"Mobile app for face swap
",Reface,2022-12-16T19:22:25Z
"Online deepfake software that works in the cloud. All you need to do is upload videos and click a button, our app does the rest.
",Deepfakes Web,2022-12-16T19:20:53Z
"Free AI motion video capture: transforming motion from video onto 3D
",Rokoko,2022-12-16T19:16:24Z
"Transform your animation pipeline with AI-powered markerless motion capture and real-time 3D body tracking: transform your motion from video onto 3D
",Deep Motion,2022-12-16T19:11:41Z
"Generate images from text, using Stable Diffusion 1.5, 2.0 and OpenMidjourney models
",Diffusion Land,2022-12-16T19:09:46Z
"Prompt builder for MidJourney: helps creating better text inputs
",MidJourney Prompt Helper,2022-12-16T19:07:53Z
"An integrated Agency-as-a-Service platform that uses A.I. technology to allow users to create, edit, and scale content.
",Designs.ai,2022-12-16T18:46:00Z
"Business Name Generator. Generate a short, brandable business name using artificial intelligence
- Namelix generates short, catchy names with a state of the art language model
- Decide whether you prioritize a shorter name, having a specific keyword or domain extension

",Namelix,2022-12-16T14:33:41Z
"Use Looka's AI-powered platform to design a logo and build a brand you love. Looka’s software is powered by AI to create a logo that matches your vision — no design skills required. Generate endless options, and tweak designs to get exactly what you want. Looka’s Brand Kit uses your logo, colors, and fonts to instantly create hundreds of branded marketing materials—all in one spot. Customize the design of your brand’s business cards, social profiles, email signatures, and more in the Brand Kit’s easy-to-use editor.

",Looka,2022-12-16T14:33:38Z
"Create unique seamless textures from any text. You can download diffuse, normal, and height map
",Texture Lab,2022-12-16T02:58:04Z
"Fine-tuned Stable Diffusion model trained for generating simple app icons. Use 'SKSKS app icon' in the prompt
",SD Style. App Icon,2022-12-15T17:14:04Z
"The #1 text to speech solution for personal, commercial, and educational use
",Natural Readers,2022-12-15T12:53:34Z
"Game development assistant-plugin that automizes asset creation and has text2image function. No public beta available. 
",Mochi,2022-12-14T14:37:29Z
"A trained Stable Diffusion 50/50 Merge of [Synthwave](https://civitai.com/models/1061) and [InkPunk](https://civitai.com/models/1087) models you can use both of their keywords and use prompt weighting to balance between these two cool and complimentary styles. Keywords: 'snthwve style' and 'nvinkpunk'
",SD Style. SynthwavePunk,2022-12-15T13:06:51Z
"Fine-tuned Stable Diffusion model that generates perfectly drawn characters, full body. Use 'CALARTS' in the prompt
",SD Style. Calarts,2022-12-15T11:54:44Z
"Fine-tuned Stable Diffusion model trained on 3d rendering. Use 'microworld render style' in the prompt
",SD Style. MicroWorlds,2022-12-15T11:50:26Z
"Fine-tuned model trained on artistic images. Provides good illustration stylish results. Use 'samdoesarts style' in the prompt
",SD Style. Sandoesarts Ultmerge,2022-12-15T11:44:14Z
"_Stable Double Exposure Diffusion_ model trained specifically on images of people and a few animals. Creates double exposure effect. Use words 'dublex' or 'dublex style' 
",SD Style. DoubleExposure,2022-12-15T10:57:55Z
"Stable Diffusion v1.5 model trained to generate images with chroma glowing effect. Use 'ChromaV5' keywords in prompts
",SD Style. ChromaV5,2022-12-15T10:33:43Z
"An open source text-to-image generator. It provides a streamlined process with various new features and options to aid the image generation process. It runs on Windows, macOS and Linux machines, with GPU cards with as little as 4 GB of RAM. It provides both a polished Web interface (see below), and an easy-to-use command-line interface.
",Invoke AI,2022-12-15T08:54:01Z
"A new sketch-based modeling and animation tool that allows you to quickly sketch a character, inflate it into 3D, and promptly animate it
",Monster Mash,2022-12-15T08:54:02Z
"Extension for Google Chrome for quickly creating images from text
",USP.ai,2022-11-16T14:09:05Z
"Upload 15 photos of yourself and get 90 AI-generated portraits in a range of styles.
",Profile Picture,2022-11-16T14:03:20Z
"Generate images from text prompts in a web UI. Doesn't include parameters
",Baseten,2022-11-16T14:30:46Z
"Generate videos by interpolating the latent space of Stable Diffusion
",Stable Diffusion videos,2022-11-16T14:35:59Z
"Create images from text in Photoshop Plugin. Currently in Private beta
",Alpaca,2022-11-16T14:41:06Z
"Create 3D models from text in a new Imagine feature. No public demo yet. Also has a feature of creating a 3D scene from video
",Luma AI,2022-12-14T08:41:01Z
"Stable Diffusion built-in to the Blender shader editor
- Create textures, concept art, background assets, and more with a simple text prompt
- Use the 'Seamless' option to create textures that tile perfectly with no visible seam
- Quickly create variations on an existing texture
- Re-style animations with the Cycles render pass
- Run the models on your machine to iterate without slowdowns from a service
",Dream Textures,2022-12-14T08:32:47Z
"Estimates depth from an image
",MiDaS,2022-11-30T12:12:30Z
"State-of-the-art pose detection model working real-time
",Real-time pose detection,2022-12-13T17:48:43Z
"A new method to train SD. Fine-tune Stable diffusion models twice as faster as dreambooth method by Low-rank Adaptation. Get insanely small end results, easy to share and download. Easy to use, compatible with diffusers.  Sometimes even better performance than full fine-tuning
",Fast Text-to-Image Diffusion Fine-tuning,2022-12-13T11:40:38Z
"Search interface that uses OpenAI GPT 3.5 and Microsoft Bing to directly answer any question you ask.
",Perplexity,2022-12-13T08:15:09Z
"Quickly create high quality illustrations, images, art or photos, with full control over composition, colors and style. Work in 3D scene
",Blimey,2022-12-12T17:59:15Z
"Voice-assisted AI generation of virtual works in VR
",Promethean AI,2022-12-12T17:56:38Z
"Mobile application that allows you to train AI on your own photos and create portraits of yourself in 29 different styles
",Digirama,2022-12-12T17:53:03Z
"A standalone software for 3D keyframe animation of humanoid or other characters
",Cascadeur,2022-12-12T17:45:53Z
"Extract moving motion from video onto 3D model. Quick 3D motion capturing web tool
",Plask,2022-12-12T17:42:04Z
"Create a 3D rendering object from sketch, edit it with prompt
",Vizcom,2022-12-12T17:33:14Z
"Accomplice is an easy-to-use online design suite of Artificial Intelligence-powered image tools perfect for you and your team to create and edit royalty-free graphics for your latest project. Now also has DALL-E 2 embedded
",Accomplice,2022-10-03T14:27:15Z
"A free tool that lets you train your ML models easily. It takes your training data and gives you an easy-to-integrate ML model. No coding or expertise in machine learning required.
",Liner.ai,2022-12-12T17:27:58Z
"No public demo yet. A developer of the next-generation of neural interfaces to provide seamless interface with immersive technology. The company is working with the leading neuroscientist, hardware engineers, machine learning researchers, and product engineers to bring frontier technology to the mass consumer market. 
",Wispr,2022-12-12T17:24:08Z
"Online tool for enhancing images, videos and audios. Now it's also possible to generate images from text and train on your own photos

",Neural Love,2022-07-14T14:46:54Z
"Create children stories and stunning imagery visuals to them
",Storywizard,2022-12-12T17:12:19Z
"Lip-sync videos to any target speech with high accuracy.  Lip-sync any video to any audio
",Wav2Lip,2022-12-12T09:51:55Z
"Text-to-speech and audio voice generation tool with 5,000 voices and ability to synthesize your own audio
",Uberduck,2022-12-12T09:46:11Z
"A web based tool for creating images with Stable Diffusion. Has 20 SD models available and price charge for 0.50$/hour
- 20+ Models ready on boot.
- File browser to persist files.
- Smart timer so you don't accidentally leave it running.
",RunDiffusion,2022-12-08T08:05:14Z
"Transform audio with voice into text. Speech recognition model
",Whisper,2022-12-09T12:34:24Z
"Stable Diffusion fine tuned on Midjourney v4 images, by [PromptHero](https://prompthero.com/)
Use **'mdjrny-v4 style'** in the prompt
",SD Style. MidJourney v.4,2022-11-08T18:45:32Z
"AI-based platform for working with videos: analysing, storing videos, reusing and transforming them. Video search
",Twelve Labs,2022-12-09T07:57:38Z
"Cookup AI is a nocode AI App builder. No demo and access yet
",Cookup AI,2022-12-09T06:59:24Z
"AI editor for creating images from text and transforming them. Currently is in private beta
",Krea,2022-12-08T09:43:41Z
"A search engine for images and prompts created with Stable Diffusion
",VectorArt,2022-12-08T14:49:50Z
